Date,MinMax_Feature
03-Jan-2011,0.6926365795724463
04-Jan-2011,0.6688836104513062
05-Jan-2011,0.7638954869358667
06-Jan-2011,0.7543942992874108
07-Jan-2011,0.7700712589073629
10-Jan-2011,0.694536817102138
11-Jan-2011,0.5738717339667456
12-Jan-2011,0.4819477434679332
13-Jan-2011,0.5263657957244653
14-Jan-2011,0.4505938242280281
17-Jan-2011,0.3980997624703086
18-Jan-2011,0.40688836104513054
19-Jan-2011,0.38194774346793336
20-Jan-2011,0.2774346793349168
21-Jan-2011,0.2650831353919238
24-Jan-2011,0.3605700712589073
25-Jan-2011,0.27505938242280276
27-Jan-2011,0.2223277909738715
28-Jan-2011,0.12256532066508292
31-Jan-2011,0.0
01-Feb-2011,0.05583756345177674
02-Feb-2011,0.0619128949615713
03-Feb-2011,0.13877028181041842
04-Feb-2011,0.22160546541417578
07-Feb-2011,0.12894961571306593
08-Feb-2011,0.17164816396242544
09-Feb-2011,0.055081127241673675
10-Feb-2011,0.07258753202391117
11-Feb-2011,0.019000853970965178
14-Feb-2011,0.04526046114432118
15-Feb-2011,0.08070025619128939
16-Feb-2011,0.1827497865072585
17-Feb-2011,0.22352690008539716
18-Feb-2011,0.25853970964987166
21-Feb-2011,0.17335610589239972
22-Feb-2011,0.4120409906063193
23-Feb-2011,0.38812980358667787
24-Feb-2011,0.4291204099060631
25-Feb-2011,0.36379163108454327
28-Feb-2011,0.3189581554227158
01-Mar-2011,0.3339026473099916
03-Mar-2011,0.3403074295473955
04-Mar-2011,0.38065755764304
07-Mar-2011,0.3356105892399659
08-Mar-2011,0.35226302305721596
09-Mar-2011,0.39795046968403086
10-Mar-2011,0.4150298889837747
11-Mar-2011,0.35567890691716453
14-Mar-2011,0.41609735269000864
15-Mar-2011,0.43744662681468843
16-Mar-2011,0.6383432963279247
17-Mar-2011,0.6140051238257896
18-Mar-2011,0.5956447480785653
21-Mar-2011,0.44214346712211755
22-Mar-2011,0.41652433817250184
23-Mar-2011,0.4455593509820666
24-Mar-2011,0.5140905209222885
25-Mar-2011,0.548249359521776
28-Mar-2011,0.5582835183603756
29-Mar-2011,0.531596925704526
30-Mar-2011,0.5636208368915456
