Date,MinMax_Feature
01-Jan-2014,0.8318924111431317
02-Jan-2014,0.7694524495677235
03-Jan-2014,0.6663464617355108
06-Jan-2014,0.6055075248158822
07-Jan-2014,0.5574767851424913
08-Jan-2014,0.49215497918667933
09-Jan-2014,0.5308997758565485
10-Jan-2014,0.5174511687479989
13-Jan-2014,0.6448927313480627
14-Jan-2014,0.7105347422350303
15-Jan-2014,0.750240153698367
16-Jan-2014,0.7758565481908423
17-Jan-2014,0.7787383925712453
20-Jan-2014,0.764329170669228
21-Jan-2014,0.6730707652897853
22-Jan-2014,0.6144732628882484
23-Jan-2014,0.595901376881204
24-Jan-2014,0.6048671149535703
27-Jan-2014,0.5664425232148574
28-Jan-2014,0.5088056356067884
29-Jan-2014,0.5267371117515207
30-Jan-2014,0.40890169708613505
31-Jan-2014,0.38072366314441247
03-Feb-2014,0.37560038424591774
04-Feb-2014,0.30067243035542757
05-Feb-2014,0.33653538264489297
06-Feb-2014,0.33589497278258096
07-Feb-2014,0.3493435798911306
10-Feb-2014,0.3054755043227667
11-Feb-2014,0.3551072686519373
12-Feb-2014,0.2590457893051554
13-Feb-2014,0.32885046429715015
14-Feb-2014,0.2840217739353186
17-Feb-2014,0.32084534101825163
18-Feb-2014,0.2532821005443487
19-Feb-2014,0.2910662824207494
20-Feb-2014,0.28017931476144714
21-Feb-2014,0.2532821005443487
24-Feb-2014,0.25936599423631107
25-Feb-2014,0.29939161063080355
26-Feb-2014,0.27825808517451184
28-Feb-2014,0.2763368555875765
03-Mar-2014,0.20845341018251712
04-Mar-2014,0.22702529618956147
05-Mar-2014,0.307396733909702
06-Mar-2014,0.26769132244636595
07-Mar-2014,0.3679154658981749
10-Mar-2014,0.6247198206852387
11-Mar-2014,0.7521613832853025
12-Mar-2014,0.6817162984309957
13-Mar-2014,0.6881203970541145
14-Mar-2014,0.6817162984309957
18-Mar-2014,0.780979827089337
19-Mar-2014,0.8482228626320844
20-Mar-2014,0.8584694204290746
21-Mar-2014,0.8930515529939159
22-Mar-2014,0.7688120397054115
24-Mar-2014,0.7921869996797949
25-Mar-2014,0.7137367915465896
26-Mar-2014,0.728146013448607
27-Mar-2014,0.8152417547230227
28-Mar-2014,0.8482228626320844
31-Mar-2014,0.9522894652577647
01-Apr-2014,1.0
02-Apr-2014,1.0
03-Apr-2014,0.9926567007605556
04-Apr-2014,0.9674796747967478
07-Apr-2014,0.9241047568145374
09-Apr-2014,0.956173169428113
10-Apr-2014,1.0
11-Apr-2014,0.9659004799191715
15-Apr-2014,0.9024827233171233
16-Apr-2014,0.8845661632966472
17-Apr-2014,0.876887637573586
21-Apr-2014,1.0
22-Apr-2014,0.9520783690759864
23-Apr-2014,0.9997352396081549
25-Apr-2014,0.9944400317712473
28-Apr-2014,0.8980672491395286
29-Apr-2014,0.8782102197511251
30-Apr-2014,0.866825522901774
02-May-2014,0.8461742123378344
05-May-2014,0.7667460947842204
06-May-2014,0.8880063542494043
07-May-2014,0.9526078898596774
08-May-2014,0.9684935133704001
09-May-2014,0.9298384961609742
12-May-2014,0.9875804967801286
13-May-2014,1.0
14-May-2014,1.0
15-May-2014,0.9367937853107342
16-May-2014,1.0
19-May-2014,1.0
20-May-2014,1.0
21-May-2014,0.8817125202295129
22-May-2014,0.8998087391496249
23-May-2014,0.9749889657201707
26-May-2014,1.0
27-May-2014,0.9295896328293736
28-May-2014,0.8910007199424043
29-May-2014,0.899352051835853
30-May-2014,0.877753779697624
02-Jun-2014,0.8482361411087112
03-Jun-2014,0.8728581713462921
04-Jun-2014,0.8997840172786178
05-Jun-2014,0.8576414134070087
06-Jun-2014,0.9416896902719211
09-Jun-2014,1.0
10-Jun-2014,1.0
11-Jun-2014,0.9783335756870727
12-Jun-2014,0.9159517231350878
13-Jun-2014,0.9210411516649699
16-Jun-2014,0.87363676021521
17-Jun-2014,0.798313217972953
18-Jun-2014,0.8852697397120837
19-Jun-2014,0.844554311473026
20-Jun-2014,0.7628326305074888
23-Jun-2014,0.7369492511269448
24-Jun-2014,0.760215210120692
25-Jun-2014,0.7970045077795552
26-Jun-2014,0.7020503126363239
27-Jun-2014,0.6584266395230477
30-Jun-2014,0.6658426639523045
01-Jul-2014,0.6793660026174204
02-Jul-2014,0.6787843536425766
03-Jul-2014,0.6875090882652318
04-Jul-2014,0.6438854151519556
07-Jul-2014,0.7253162716300712
08-Jul-2014,0.7049585575105423
09-Jul-2014,0.6351606805293004
10-Jul-2014,0.6300712519994183
11-Jul-2014,0.6153846153846154
14-Jul-2014,0.5380253017304056
15-Jul-2014,0.5229024283844698
16-Jul-2014,0.553729824051185
17-Jul-2014,0.5944452522902427
18-Jul-2014,0.5711792932964954
21-Jul-2014,0.6293441907808637
22-Jul-2014,0.6409771702777373
23-Jul-2014,0.7312781736222187
24-Jul-2014,0.716591537007416
25-Jul-2014,0.7511996510106153
28-Jul-2014,0.6904173331394502
30-Jul-2014,0.6409771702777373
31-Jul-2014,0.6524647375309002
01-Aug-2014,0.6148029664097716
04-Aug-2014,0.5740875381707139
05-Aug-2014,0.5860113421550094
06-Aug-2014,0.5854296931801656
07-Aug-2014,0.5973534971644612
08-Aug-2014,0.569870583103097
11-Aug-2014,0.5861567543987202
12-Aug-2014,0.588628762541806
13-Aug-2014,0.5807765013814161
14-Aug-2014,0.6148029664097716
18-Aug-2014,0.632543260142504
19-Aug-2014,0.6729678638941398
20-Aug-2014,0.6613348843972662
21-Aug-2014,0.6293441907808637
22-Aug-2014,0.6111450381679389
25-Aug-2014,0.6108396946564885
26-Aug-2014,0.5986259541984732
27-Aug-2014,0.6022900763358778
28-Aug-2014,0.5943511450381679
01-Sep-2014,0.6241221374045801
02-Sep-2014,0.667328244274809
03-Sep-2014,0.6876335877862597
04-Sep-2014,0.699389312977099
05-Sep-2014,0.6954198473282442
08-Sep-2014,0.7143511450381681
09-Sep-2014,0.7088549618320606
10-Sep-2014,0.6967938931297711
11-Sep-2014,0.6728244274809158
12-Sep-2014,0.667328244274809
15-Sep-2014,0.6386259541984732
16-Sep-2014,0.6151145038167937
17-Sep-2014,0.5647328244274807
18-Sep-2014,0.5650381679389311
19-Sep-2014,0.6291603053435113
22-Sep-2014,0.5894656488549617
23-Sep-2014,0.5854961832061069
24-Sep-2014,0.5146564885496182
25-Sep-2014,0.507328244274809
26-Sep-2014,0.3940458015267174
29-Sep-2014,0.4183206106870229
30-Sep-2014,0.3909923664122136
01-Oct-2014,0.4386259541984732
07-Oct-2014,0.3887022900763357
08-Oct-2014,0.3700763358778624
09-Oct-2014,0.4221374045801527
10-Oct-2014,0.4490076335877861
13-Oct-2014,0.4941984732824425
14-Oct-2014,0.5467175572519083
16-Oct-2014,0.4632061068702288
17-Oct-2014,0.41541984732824416
20-Oct-2014,0.42305343511450366
21-Oct-2014,0.41007633587786246
22-Oct-2014,0.41267175572519077
23-Oct-2014,0.45664122137404567
27-Oct-2014,0.500763358778626
28-Oct-2014,0.43099236641221367
29-Oct-2014,0.4172519083969465
30-Oct-2014,0.45206106870228996
31-Oct-2014,0.5554198473282442
03-Nov-2014,0.6230534351145037
05-Nov-2014,0.616946564885496
07-Nov-2014,0.5816793893129771
10-Nov-2014,0.5583206106870227
11-Nov-2014,0.526564885496183
12-Nov-2014,0.5557251908396946
13-Nov-2014,0.5314503816793892
14-Nov-2014,0.5161832061068701
17-Nov-2014,0.5070229007633587
18-Nov-2014,0.566412213740458
19-Nov-2014,0.57618320610687
20-Nov-2014,0.5436641221374044
21-Nov-2014,0.5503816793893129
24-Nov-2014,0.6114503816793894
25-Nov-2014,0.5653435114503816
26-Nov-2014,0.5862595419847328
27-Nov-2014,0.5803053435114502
28-Nov-2014,0.5793893129770993
01-Dec-2014,0.5772519083969464
02-Dec-2014,0.4948091603053434
03-Dec-2014,0.4842748091603051
04-Dec-2014,0.5134351145038167
05-Dec-2014,0.49175572519083954
08-Dec-2014,0.48870229007633575
09-Dec-2014,0.4306870229007632
10-Dec-2014,0.4015267175572519
11-Dec-2014,0.3940458015267174
12-Dec-2014,0.32687022900763346
15-Dec-2014,0.2381679389312977
16-Dec-2014,0.23465648854961804
17-Dec-2014,0.1993893129770991
18-Dec-2014,0.24916030534351116
19-Dec-2014,0.25999999999999995
22-Dec-2014,0.31160305343511435
23-Dec-2014,0.3126717557251908
24-Dec-2014,0.2864122137404579
26-Dec-2014,0.26458015267175566
29-Dec-2014,0.27038167938931285
30-Dec-2014,0.29664122137404575
31-Dec-2014,0.2444274809160304
